Project_Name,Neighborhood,Zip Code,TtlProjUnits,RentUnits,OwnUnits,TtlMarket,MarketRent,MarketOwn,Total Income-Restricted,Income-Restricted Rental,Income-Restricted Ownership,Tenure,Public/ Private,Includes Senior Units?,Section 8,Latitude,Longitude,Geocoded_Address,Geocode_Quality
x Crawford Street SRO,Roxbury,02121,17,17,0,0,0,0,17,17,0,Rental,Private,,,42.3128798,-71.0882589,"Crawford St, Boston, MA 02121, USA",full_match
x Cummins Highway,Mattapan,02126,32,32,0,0,0,0,32,32,0,Rental,Private,,,42.2708488,-71.1024412,"Cummins Hwy, Boston, MA 02126, USA",full_match
x D St,South Boston,02127,8,8,0,0,0,0,8,8,0,Rental,Private,,,42.3363156,-71.0537956,"D St, Boston, MA 02127, USA",full_match
x D Street,South Boston Waterfront,02127,197,197,0,171,171,0,26,26,0,Rental,Private,,,42.3363156,-71.0537956,"D St, Boston, MA 02127, USA",full_match
x Dacia Street,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3163582,-71.0768641,"Dacia St, Boston, MA 02125, USA",full_match
x Dale Street Condominium,Roxbury,02119,4,0,4,0,0,0,4,0,4,Ownership,Private,,,42.3214421,-71.086024,"Dale St, Boston, MA 02119, USA",full_match
x Damon Place (AOP),Hyde Park,02136,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.2452862,-71.132811,"Damon Pl, Boston, MA 02136, USA",full_match
x Devon Street,Dorchester,02121,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3088066,-71.0779608,"Devon St, Boston, MA 02121, USA",full_match
x Dorchester Av,Dorchester,02124,64,0,64,56,56,0,8,8,0,Rental,Private,,,42.2838957,-71.064812,"Dorchester Ave, DORCHESTR CTR, MA 02124, USA",full_match
x Dorchester Ave,Dorchester,02125,13,0,13,11,0,11,2,0,2,Ownership,Private,,,42.3163631,-71.0566976,"Dorchester Ave, Boston, MA 02125, USA",full_match
x Dorchester Ave. (SPO),Dorchester,02122,43,43,0,0,0,0,43,43,0,Rental,Private,,,42.3001873,-71.0601754,"Dorchester Ave, Boston, MA 02122, USA",full_match
x Dorchester St,South Boston,02127,35,35,0,29,29,0,6,6,0,Rental,Private,,,42.3336619,-71.0496814,"Dorchester St, Boston, MA 02127, USA",full_match
x Dorchester St.,South Boston,02127,7,7,0,0,0,0,7,7,0,Rental,Private,,,42.3336619,-71.0496814,"Dorchester St, Boston, MA 02127, USA",full_match
x Draper St (BuildHOME),Dorchester,02122,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,,42.3041502,-71.0646718,"Draper St, Boston, MA 02122, USA",full_match
x Dudley St (REO),Dorchester,02125,4,4,0,0,0,0,4,4,0,Rental,Private,,,42.3187022,-71.0689902,"Dudley St, Boston, MA 02125, USA",full_match
x Dudley Street,Roxbury,02119,68,68,0,0,0,0,68,68,0,Rental,Private,,,42.3284961,-71.0813979,"Dudley St, Boston, MA 02119, USA",full_match
x Dunlap Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2928159,-71.0732572,"Dunlap St, Boston, MA 02124, USA",full_match
x Dunreath St (RDP),Roxbury,02119,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3229333,-71.0810354,"Dunreath St, Boston, MA 02119, USA",full_match
x E Eagle Street (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.381344,-71.0290953,"E Eagle St, Boston, MA 02128, USA",full_match
x E Fifth Street,South Boston,02127,19,0,19,17,0,17,2,0,2,Ownership,Private,,,42.3339659,-71.0347511,"E 5th St, Boston, MA 02127, USA",full_match
x E Second St,South Boston,02127,16,0,16,14,0,14,2,0,2,Ownership,Private,,,42.3373647,-71.0333988,"E 2nd St, Boston, MA 02127, USA",full_match
x E Third St,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,,42.3365158,-71.0348244,"E 3rd St, Boston, MA 02127, USA",full_match
x East Broadway,South Boston,02127,18,18,0,16,16,0,2,2,0,Rental,Private,,,42.3356473,-71.0352844,"E Broadway, Boston, MA 02127, USA",full_match
x East Brookline,South End,02118,6,0,6,5,0,5,1,0,1,Ownership,Private,,,42.3381552,-71.0707489,"E Brookline St, Boston, MA 02118, USA",full_match
x East First,South Boston,02127,28,0,28,24,0,24,4,0,4,Ownership,Private,,,42.3381642,-71.0352809,"E 1st St, Boston, MA 02127, USA",full_match
x East Second,South Boston,02127,20,20,0,17,17,0,3,3,0,Rental,Private,,,42.3373647,-71.0333988,"E 2nd St, Boston, MA 02127, USA",full_match
x East Second Street,South Boston,02127,13,12,1,12,0,12,1,0,1,Ownership/Rental,Private,,,42.3373647,-71.0333988,"E 2nd St, Boston, MA 02127, USA",full_match
x East Springfield St,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,Y,42.3359229,-71.0750483,"E Springfield St, Boston, MA 02118, USA",full_match
x East Third St,South Boston,02127,18,0,18,16,0,16,2,0,2,Ownership,Private,,,42.3365158,-71.0348244,"E 3rd St, Boston, MA 02127, USA",full_match
x Elizabeth St,Mattapan,02126,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.2797303,-71.0876755,"Elizabeth St, Boston, MA 02126, USA",full_match
x Ellington St,Dorchester,02121,6,6,0,0,0,0,6,6,0,Cooperative,Private,,,42.3014403,-71.0830134,"Ellington St, Boston, MA 02121, USA",full_match
x Elwyn Road (REO),Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2955982,-71.074256,"Elwyn Rd, Boston, MA 02124, USA",full_match
x Emerson Street,South Boston,02127,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3351611,-71.0385181,"Emerson St, Boston, MA 02127, USA",full_match
x Esmond Street,Dorchester,02121,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,,42.2980635,-71.0843205,"Esmond St, Boston, MA 02121, USA",full_match
x Eustis Street,Roxbury,02119,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3287186,-71.0776634,"Eustis St, Boston, MA 02119, USA",full_match
x Eutaw St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.379468,-71.0369507,"Eutaw St, Boston, MA 02128, USA",full_match
x Evans Street: Perry,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2824552,-71.080248,"Evans St, DORCHESTR CTR, MA 02124, USA",full_match
x Everett St,East Boston,02128,19,0,19,17,0,17,2,0,2,Ownership,Private,,,42.3669379,-71.0333967,"Everett St, Boston, MA 02128, USA",full_match
x Fairland St (Lee VUP),Roxbury,02119,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.3248815,-71.0786738,"Fairland St, Boston, MA 02119, USA",full_match
x Fairmount Ave,Hyde Park,02136,10,0,10,9,0,9,1,0,1,Ownership,Private,,,42.2524424,-71.1181664,"Fairmount Ave, Boston, MA 02136, USA",full_match
x Falcon St (AOP),East Boston,02128,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.3819798,-71.0353575,"Falcon St, Boston, MA 02128, USA",full_match
x Fisher Ave,Mission Hill,02120,15,15,0,13,13,0,2,2,0,Rental,Private,,,42.3279089,-71.1044392,"Fisher Ave, Boston, MA 02120, USA",full_match
x Fort Avenue,Roxbury,02119,13,13,0,0,0,0,13,13,0,Rental,Private,,,42.3259794,-71.0950564,"Fort Ave, Boston, MA 02119, USA",full_match
x Fottler (REMS Land),Mattapan,02126,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2784669,-71.095626,"Fottler Rd, Boston, MA 02126, USA",full_match
x Gardner Street (Condo),West Roxbury,02132,18,0,18,16,0,16,2,0,2,Ownership,Private,,,42.2775302,-71.1716834,"Gardner St, Boston, MA 02132, USA",full_match
x Gaston (RDP),Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3137024,-71.0817004,"Gaston St, Boston, MA 02121, USA",full_match
x Gladstone St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3893019,-71.0048028,"Gladstone St, Boston, MA 02128, USA",full_match
x Glendon St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3819668,-71.0302683,"Glendon St, Boston, MA 02128, USA",full_match
x Glenway St,Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.300046,-71.0822153,"Glenway St, Boston, MA 02121, USA",full_match
x Glenway Street,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.300046,-71.0822153,"Glenway St, Boston, MA 02121, USA",full_match
x Glenway Street (1-4),Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.300046,-71.0822153,"Glenway St, Boston, MA 02121, USA",full_match
x Gordon Avenue,Hyde Park,02136,2,0,2,0,0,0,2,0,2,Ownership,Private,,,42.2583115,-71.1287094,"Gordon Ave, Boston, MA 02136, USA",full_match
x Green Street,Jamaica Plain,02130,21,0,21,18,0,18,3,0,3,Ownership,Private,,,42.3113979,-71.1091659,"Green St, Boston, MA 02130, USA",full_match
x Greenbrier St (BuildHome),Dorchester,02124,2,1,1,1,1,0,1,0,1,Ownership/Rental,Private,,,42.297993,-71.0709061,"Greenbrier St, Boston, MA 02124, USA",full_match
x Greenwich Park*,South End,02118,5,5,0,0,0,0,5,5,0,Rental,Private,,,42.3424843,-71.0802849,"Greenwich Pk, Boston, MA 02118, USA",full_match
x H Street,South Boston,02127,11,0,11,10,0,10,1,0,1,Ownership,Private,,,42.3346701,-71.0415293,"H St, Boston, MA 02127, USA",full_match
x Hancock,Dorchester,02125,36,36,0,15,15,0,21,21,0,Rental,Private,,,42.3117829,-71.0632603,"Hancock St, Boston, MA 02125, USA",full_match
x Hancock (AOP),Dorchester,02125,37,37,0,0,0,0,37,37,0,Rental,Private,,,42.3117829,-71.0632603,"Hancock St, Boston, MA 02125, USA",full_match
x Hanover St,North End,02113,16,16,0,15,15,0,1,1,0,Rental,Private,,,42.3649479,-71.0533112,"Hanover St, Boston, MA 02113, USA",full_match
x Harold Street,Roxbury,02119,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3172058,-71.0898857,"Harold St, Boston, MA 02119, USA",full_match
x Harrison Ave,South End,02118,585,585,0,527,527,0,58,58,0,Rental,Private,,,42.3395864,-71.0693566,"Harrison Ave, Boston, MA 02118, USA",full_match
x Harrison Ave Condos,South End,02118,39,0,39,36,0,36,3,0,3,Ownership,Private,,,42.3420501,-71.06849129999999,"1313 Washington St, Boston, MA 02118, USA",full_match
x Harrison Avenue,South End,02118,4,0,4,3,0,3,1,0,1,Ownership/Rental,Private,,,42.3395864,-71.0693566,"Harrison Ave, Boston, MA 02118, USA",full_match
x Harvard Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2897096,-71.0921319,"Harvard St, DORCHESTR CTR, MA 02124, USA",full_match
x Hawthorne Pl,West End,02114,480,0,480,479,0,479,1,0,1,Ownership/Rental,Private,,,42.3640109,-71.0664443,"Hawthorne Pl, Boston, MA 02114, USA",full_match
x Hawthorne Street,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3242925,-71.0919002,"Hawthorne St, Boston, MA 02119, USA",full_match
x Hemenway,Fenway,02115,15,15,0,0,0,0,15,15,0,Rental,Private,,,42.3426346,-71.0902713,"Hemenway St, Boston, MA 02115, USA",full_match
x Hemenway Coop,Fenway,02115,24,24,0,11,11,0,13,13,0,Cooperative,Private,,,42.3426346,-71.0902713,"Hemenway St, Boston, MA 02115, USA",full_match
x Hendry St (REO),Dorchester,02122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3091925,-71.0648661,"Hendry St, Boston, MA 02122, USA",full_match
x Hichborn St,Brighton,02135,23,0,23,20,0,20,3,3,0,Rental,Private,,,42.355649,-71.1428589,"Hichborn St, Boston, MA 02135, USA",full_match
x Highland St E+,Roxbury,02119,4,0,4,3,0,3,1,0,1,Ownership,Private,,,42.3264149,-71.0931038,"Highland St, Boston, MA 02119, USA",full_match
x Highland Street,Roxbury,02119,5,0,5,4,0,4,1,0,1,Ownership,Private,,,42.3264149,-71.0931038,"Highland St, Boston, MA 02119, USA",full_match
x Holborn Terrace,Roxbury,02121,8,8,0,0,0,0,8,8,0,Rental,Private,,,42.3146857,-71.0811644,"Holborn St, Boston, MA 02121, USA",full_match
x Hollander Street,Roxbury,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3160833,-71.0908999,"Hollander St, Boston, MA 02121, USA",full_match
x Homes Ave Development,Dorchester,02122,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3031855,-71.0677147,"Homes Ave, Boston, MA 02122, USA",full_match
x Hosmer St (Lee VUP),Mattapan,02126,2,1,1,1,0,1,1,1,0,Ownership/Rental,Private,,,42.2808362,-71.0904419,"Hosmer St, Boston, MA 02126, USA",full_match
x House (SPO),Dorchester,02122,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.29671460000001,-71.0527482,"Dorchester, MA 02122, USA",full_match
x Howard Ave,Roxbury,02125,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3168338,-71.0745703,"Howard Ave, Boston, MA 02125, USA",full_match
x Huckins St,Roxbury,02119,4,4,0,0,0,0,4,4,0,Cooperative,Private,,,42.3236954,-71.0751934,"Huckins St, Boston, MA 02119, USA",full_match
x Hudson St (AOP),Chinatown,02111,4,0,4,0,0,0,4,0,4,Ownership,Private,,,42.3489901,-71.0607697,"Hudson St, Boston, MA 02111, USA",full_match
x Humboldt Avenue,Roxbury,02121,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3145301,-71.0883952,"Humboldt Ave, Boston, MA 02121, USA",full_match
x Humboldt Avenue-202,Roxbury,02121,12,12,0,0,0,0,12,12,0,Rental,Private,?,,42.3126476,-71.0897176,"202 Humboldt Ave, Boston, MA 02121, USA",full_match
x Humphreys Place (AOP),Dorchester,02125,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.3192641,-71.0678632,"Humphreys Pl, Boston, MA 02125, USA",full_match
x Huntington Avenue,Mission Hill,02120,37,37,0,0,0,0,37,37,0,Rental,Private,,,42.3342284,-71.1043949,"Huntington Ave, Boston, MA, USA",full_match
x Hutchings Street,Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3107727,-71.0901982,"Hutchings St, Boston, MA 02121, USA",full_match
x Hyde Park Ave,Roslindale,02131,8,0,8,0,0,0,8,0,8,Ownership,Private,,,42.2810491,-71.1188125,"Hyde Park Ave, Boston, MA 02131, USA",full_match
x Hyde Park Avenue,Roslindale,02136,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.253869,-71.1244286,"Hyde Park Ave, Boston, MA 02136, USA",full_match
x Intervale St (RDP),Roxbury,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.3122695,-71.081681,"Intervale St, Boston, MA 02121, USA",full_match
x Itasca Street,Mattapan,02126,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2750466,-71.1009087,"Itasca St, Boston, MA 02126, USA",full_match
x Juniper Street,Roxbury,02119,4,3,1,1,1,0,3,2,1,Ownership/Rental,Private,,,42.325239,-71.0888257,"Juniper St, Boston, MA 02119, USA",full_match
x Kingsdale St,Dorchester,02124,3,1,2,1,0,1,2,1,1,Ownership/Rental,Private,,,42.2949247,-71.08141,"Kingsdale St, Boston, MA 02124, USA",full_match
x L Street,South Boston,02127,30,30,0,26,26,0,4,4,0,Rental,Private,,,42.3338789,-71.0353091,"L St, Boston, MA 02127, USA",full_match
x LaGrange Street,Central,02116,167,0,167,145,0,145,22,0,22,Ownership,Private,,,42.3515948,-71.0636269,"Lagrange St, Boston, MA 02116, USA",full_match
x Landor Road,Mattapan,02126,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2832078,-71.0909785,"Landor Rd, Boston, MA 02126, USA",full_match
x Lawnwood Place Project,Charlestown,02129,9,0,9,5,0,5,4,0,4,Ownership,Private,,,42.377085,-71.0659539,"Lawnwood Pl, Boston, MA 02129, USA",full_match
x Lawrence Avenue,Dorchester,02121,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.311784,-71.0765474,"Lawrence Ave, Boston, MA 02121, USA",full_match
x Leighton Rd Foreclosed Home Sale,Hyde Park,02136,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2517622,-71.1439532,"Leighton Rd, Boston, MA 02136, USA",full_match
x Leo Birmingham Parkway,Allston/Brighton,02135,49,0,49,43,0,43,6,0,6,Ownership,Private,,,42.358321,-71.153466,"Leo M Birmingham Pkwy, Boston, MA 02135, USA",full_match
x Leroy St (AOP),Dorchester,02122,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3009761,-71.0653149,"Leroy St, Boston, MA 02122, USA",full_match
x Levant St,Dorchester,02122,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.3033814,-71.0697662,"Levant St, Boston, MA 02122, USA",full_match
x Lexington Ave (AOP),Hyde Park,02136,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.2626077,-71.1158654,"Lexington Ave, Boston, MA 02136, USA",full_match
x Lexington St (1-4 Program),East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3779187,-71.0369826,"Lexington St, Boston, MA 02128, USA",full_match
x Lexington/92-94 Putnam (1-4),East Boston,02128,4,0,4,0,0,0,4,0,4,Ownership,Private,,,42.3797313,-71.0328183,"92 Putnam St, East Boston, MA 02128, USA",full_match
x Leyden St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3889934,-71.006809,"Leyden St, Boston, MA 02128, USA",full_match
x Liverpool St,East Boston,02128,23,23,0,20,20,0,3,3,0,Rental,Private,,,42.3720247,-71.0410655,"Liverpool St, Boston, MA 02128, USA",full_match
x Lorne Street,Dorchester,02124,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.293667,-71.09063,"Lorne St, Boston, MA 02124, USA",full_match
x Magnolia St,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3111986,-71.0740167,"Magnolia St, Boston, MA 02121, USA",full_match
x Magnolia St (RDP),Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3159725,-71.0710702,"Magnolia St, Boston, MA 02125, USA",full_match
x Mallon Road,Dorchester,02121,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3024237,-71.074794,"Mallon Rd, Boston, MA 02121, USA",full_match
x Malvern St,Allston,02134,48,48,0,42,42,0,6,6,0,Rental,Private,,,42.3533523,-71.1249353,"Malvern St, Boston, MA 02134, USA",full_match
x Manor St (RDP),Dorchester,02122,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2906951,-71.0539006,"Manor St, Boston, MA 02122, USA",full_match
x Marion Place,East Boston,02128,1,0,1,0,0,0,1,1,0,Ownership,Private,,,42.3792665,-71.0384049,"Marion Pl, Boston, MA 02128, USA",full_match
x Marion St,East Boston,02128,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3772643,-71.0366773,"Marion St, Boston, MA 02128, USA",full_match
x Market St,Brighton,02135,29,0,29,25,0,25,4,0,4,Ownership,Private,,,42.3547621,-71.1499718,"Market St, Boston, MA 02135, USA",full_match
x Market Street,Brighton,02135,39,39,0,34,34,0,5,5,0,Rental,Private,,,42.3547621,-71.1499718,"Market St, Boston, MA 02135, USA",full_match
x Mass. Ave. (BCLT),Roxbury,02118,18,18,0,0,0,0,18,18,0,Rental,Private,,,42.333787,-71.0737583,"Massachusetts Ave, Boston, MA 02118, USA",full_match
x Massachusetts Ave,Dorchester,02125,40,40,0,35,35,0,5,5,0,Rental,Private,,,42.3235515,-71.064099,"Massachusetts Ave, Boston, MA 02125, USA",full_match
x Massachusetts Avenue,South End,02118,10,0,10,8,0,8,2,0,2,Ownership,Private,,,42.333787,-71.0737583,"Massachusetts Ave, Boston, MA 02118, USA",full_match
x Maverick St,East Boston,02128,37,0,37,32,0,32,5,0,5,Ownership,Private,,,42.3689491,-71.0361757,"Maverick St, Boston, MA 02128, USA",full_match
x Maverick St (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3689491,-71.0361757,"Maverick St, Boston, MA 02128, USA",full_match
x Maywood Street,Roxbury,02119,3,2,1,1,0,1,2,2,0,Ownership/Rental,Private,,,42.3171063,-71.0800402,"Maywood St, Boston, MA 02119, USA",full_match
x McBride St,Jamaica Plain,02130,11,11,0,10,10,0,1,1,0,Rental,Private,,,42.3061128,-71.1116067,"McBride St, Boston, MA 02130, USA",full_match
x Medford St,Charlestown,02129,3,0,3,0,0,0,3,0,3,Ownership,Private,,,42.380733,-71.0614436,"Medford St, Boston, MA 02129, USA",full_match
x Metropolitan Ave,Hyde Park,02136,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.2606544,-71.1158218,"Metropolitan Ave, Boston, MA 02136, USA",full_match
x Milton Street,Dorchester,02124,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2804919,-71.0541191,"Milton St, Boston, MA 02124, USA",full_match
x Minden St,Jamaica Plain,02130,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3252846,-71.1059829,"Minden St, Boston, MA 02130, USA",full_match
x Minden Street,Jamaica Plain,02130,2,2,0,0,0,0,2,2,0,Rental,Private,,,42.3252846,-71.1059829,"Minden St, Boston, MA 02130, USA",full_match
x Miner Street,Fenway,02215,49,49,0,43,43,0,6,6,0,Rental,Private,,,42.3460997,-71.102716,"Miner St, Boston, MA 02215, USA",full_match
x Monsignor Way,Dorchester,02124,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.3405001,-71.0696858,"Monsignor Reynolds Way, Boston, MA 02118, USA",full_match
x Morris Street (AOP),East Boston,02128,3,3,0,0,0,0,3,3,0,Rental,Private,,,42.3760983,-71.0324859,"Morris St, Boston, MA 02128, USA",full_match
x Morse Street,Dorchester,02121,6,6,0,0,0,0,6,6,0,Rental,Private,,,42.304199,-71.0784474,"Morse St, Boston, MA 02121, USA",full_match
x Mount Everett NHI,Dorchester,02125,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.310135,-71.0703038,"Mt Everett St, Boston, MA 02125, USA",full_match
x Mountfort St,Fenway,02215,37,37,0,33,33,0,4,4,0,Rental,Private,,,42.3479187,-71.1032525,"Mountfort St, Boston, MA 02215, USA",full_match
x Mt. Pleasant Ave SRO,Roxbury,02119,20,20,0,0,0,0,20,20,0,Rental,Private,,,42.3259687,-71.078248,"Mt Pleasant Ave, Boston, MA 02119, USA",full_match
x Mt. Pleasant Avenue,Roxbury,02119,8,8,0,0,0,0,8,8,0,Rental,Private,,,42.3259687,-71.078248,"Mt Pleasant Ave, Boston, MA 02119, USA",full_match
x Murray Ave,Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3218817,-71.0776027,"Murray Ave, Boston, MA 02119, USA",full_match
x Murray Ave (1-4),Roxbury,02119,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.3218817,-71.0776027,"Murray Ave, Boston, MA 02119, USA",full_match
x N Beacon,Allston,02134,30,30,0,26,26,0,4,4,0,Rental,Private,,,42.3540187,-71.1406839,"N Beacon St, Boston, MA 02134, USA",full_match
x N Beacon St (Condo Phase),Brighton,02135,9,0,9,8,0,8,1,0,1,Ownership,Private,,,42.3568689,-71.151854,"N Beacon St, Boston, MA 02135, USA",full_match
x N Beacon St (Rental Phase),Allston,02134,72,72,0,63,63,0,9,9,0,Rental,Private,,,42.3540187,-71.1406839,"N Beacon St, Boston, MA 02134, USA",full_match
x N Beacon St Mixed Use Development,Allston,02134,20,20,0,17,17,0,3,3,0,Rental,Private,,,42.3540187,-71.1406839,"N Beacon St, Boston, MA 02134, USA",full_match
x Nelson Street,Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.281978,-71.0824176,"Nelson St, Boston, MA 02124, USA",full_match
x Neponset Ave,Dorchester,02122,22,22,0,19,19,0,3,3,0,Rental,Private,,,42.2904121,-71.0487029,"Neponset Ave, Boston, MA 02122, USA",full_match
x Neponset Valley PW (AOP),Hyde Park,02136,12,12,0,0,0,0,12,12,0,Rental,Private,,,42.2369523,-71.1309194,"Neponset Valley Pkwy, Boston, MA 02136, USA",full_match
x Newbury - Virgin Records,Back Bay,02115,54,0,54,49,0,49,5,0,5,Ownership,Private,,,42.34876,-71.0857182,"Newbury St, Boston, MA 02115, USA",full_match
x Nightingale Street,Dorchester,02124,3,2,1,0,0,0,3,2,1,Ownership/Rental,Private,,,42.2952157,-71.0835434,"Nightingale St, Boston, MA 02124, USA",full_match
x Norfolk Street (RDP),Dorchester,02124,2,1,1,0,0,0,2,1,1,Ownership/Rental,Private,,,42.2863082,-71.0796046,"Norfolk St, DORCHESTR CTR, MA 02124, USA",full_match
x North Ave/YouthBuild,Roxbury,02119,1,1,0,0,0,0,1,1,0,Rental,Private,,,42.3217961,-71.0733924,"North Ave, Boston, MA 02119, USA",full_match
x North Margin St,Central,02113,23,23,0,0,0,0,23,23,0,Rental - Elderly,Private,Y,,42.3651266,-71.0567426,"N Margin St, Boston, MA 02113, USA",full_match
x Northampton Apts,Roxbury,02118,9,9,0,0,0,0,9,9,0,Rental,Private,,,42.3369649,-71.0788007,"Northampton St, Boston, MA 02118, USA",full_match
x Norwell St - YouthBuild,Dorchester,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2997711,-71.0788631,"Norwell St, Boston, MA 02121, USA",full_match
x Norwell Street (REO/Private Acquisition),Dorchester,02121,1,0,1,0,0,0,1,0,1,Ownership,Private,,,42.2997711,-71.0788631,"Norwell St, Boston, MA 02121, USA",full_match
x Oak Street (AOP),Chinatown,02111,3,0,3,0,0,0,3,0,3,Ownership,Private,,,42.3482699,-71.063019,"Oak St, Boston, MA 02111, USA",full_match
